customerID,tenure,TenureBand,Contract,PaymentMethod,MonthlyCharges,ServiceCount,TechSupport,OnlineSecurity,InternetService,ChurnProbability,RiskLevel,ObservedRiskFactors
9497-QCMMS,1,0-12 months,Month-to-month,Electronic check,93.55,4,No,No,Fiber optic,0.9529061498112179,High,Month-to-month contract; Short customer tenure; No technical support
3211-ILJTT,17,13-24 months,Month-to-month,Bank transfer (automatic),70.4,1,No,No,Fiber optic,0.6538422480198628,High,Month-to-month contract; No technical support; No online security
7881-INRLC,45,25-48 months,Month-to-month,Credit card (automatic),100.85,5,No,No,Fiber optic,0.6537127915081633,High,Month-to-month contract; No technical support; No online security
6689-KXGBO,1,0-12 months,Month-to-month,Electronic check,50.55,2,No,No,DSL,0.6534574441090967,High,Month-to-month contract; Short customer tenure; No technical support
9168-INPSZ,44,25-48 months,Month-to-month,Electronic check,104.15,6,Yes,No,Fiber optic,0.653395639680462,High,Month-to-month contract; No online security; Electronic check payment
6741-EGCBI,30,25-48 months,Month-to-month,Credit card (automatic),90.5,4,No,Yes,Fiber optic,0.6533285761061308,High,Month-to-month contract; No technical support; Above-median monthly charge
1845-ZLLIG,1,0-12 months,Month-to-month,Mailed check,50.15,2,No,No,DSL,0.6532082747657804,High,Month-to-month contract; Short customer tenure; No technical support
5651-YLPRD,32,25-48 months,Month-to-month,Electronic check,86.1,3,No,No,Fiber optic,0.6531422929627722,High,Month-to-month contract; No technical support; No online security
1853-ARAAQ,26,25-48 months,Month-to-month,Credit card (automatic),50.35,3,No,No,DSL,0.6527331048830809,High,Month-to-month contract; No technical support; No online security
1635-FJFCC,5,0-12 months,Month-to-month,Credit card (automatic),44.05,1,No,No,DSL,0.6525193208193258,High,Month-to-month contract; Short customer tenure; No technical support
2474-BRUCM,40,25-48 months,Month-to-month,Electronic check,101.85,5,No,Yes,Fiber optic,0.6524421924773123,High,Month-to-month contract; No technical support; Electronic check payment
5813-UECBU,33,25-48 months,Month-to-month,Credit card (automatic),83.85,4,No,No,Fiber optic,0.6523825808790944,High,Month-to-month contract; No technical support; No online security
6413-XKKPU,17,13-24 months,Month-to-month,Electronic check,89.4,4,No,Yes,Fiber optic,0.6523752050422444,High,Month-to-month contract; No technical support; Electronic check payment
9667-TKTVZ,2,0-12 months,Month-to-month,Mailed check,54.35,3,Yes,No,DSL,0.6523332943619315,High,Month-to-month contract; Short customer tenure; No online security
2207-NHRJK,1,0-12 months,Month-to-month,Electronic check,50.8,2,No,No,DSL,0.6521899811768599,High,Month-to-month contract; Short customer tenure; No technical support
1907-YLNYW,8,0-12 months,Month-to-month,Electronic check,66.7,4,No,Yes,DSL,0.6514418360111057,High,Month-to-month contract; Short customer tenure; No technical support
7813-ZGGAW,31,25-48 months,Month-to-month,Bank transfer (automatic),96.6,5,Yes,No,Fiber optic,0.6513037833855998,High,Month-to-month contract; No online security; Above-median monthly charge
2903-YYTBW,1,0-12 months,Month-to-month,Electronic check,44.55,1,No,No,DSL,0.6512628056808762,High,Month-to-month contract; Short customer tenure; No technical support
1329-VHWNP,7,0-12 months,Month-to-month,Bank transfer (automatic),25.05,0,No,No,DSL,0.6511582449790676,High,Month-to-month contract; Short customer tenure; No technical support
4323-SADQS,7,0-12 months,Month-to-month,Electronic check,34.5,2,Yes,Yes,DSL,0.6511226571755453,High,Month-to-month contract; Short customer tenure; Electronic check payment
1930-WNXSB,58,Above 48 months,Month-to-month,Electronic check,92.85,4,No,No,Fiber optic,0.6508959281253283,High,Month-to-month contract; No technical support; No online security
8806-EAGWC,3,0-12 months,Month-to-month,Mailed check,55.15,2,No,No,DSL,0.6504449311676003,High,Month-to-month contract; Short customer tenure; No technical support
1855-AGAWH,31,25-48 months,One year,Electronic check,93.8,4,No,No,Fiber optic,0.6501741872800226,High,No technical support; No online security; Electronic check payment
6240-EURKS,18,13-24 months,Month-to-month,Electronic check,35.0,1,No,No,DSL,0.6500918664809129,High,Month-to-month contract; No technical support; No online security
0468-YRPXN,29,25-48 months,Month-to-month,Credit card (automatic),98.8,5,Yes,No,Fiber optic,0.6494716619411909,High,Month-to-month contract; No online security; Above-median monthly charge
3207-OYBWH,57,Above 48 months,Month-to-month,Bank transfer (automatic),95.25,5,No,No,Fiber optic,0.6488258523722911,High,Month-to-month contract; No technical support; No online security
5626-MGTUK,20,13-24 months,Month-to-month,Bank transfer (automatic),89.1,4,No,Yes,Fiber optic,0.6486392835960683,High,Month-to-month contract; No technical support; Above-median monthly charge
3349-ANQNH,59,Above 48 months,One year,Electronic check,99.5,5,No,No,Fiber optic,0.6483783492193606,High,No technical support; No online security; Electronic check payment
5027-XWQHA,6,0-12 months,Month-to-month,Electronic check,44.75,1,No,No,DSL,0.6481385839966488,High,Month-to-month contract; Short customer tenure; No technical support
0015-UOCOJ,7,0-12 months,Month-to-month,Electronic check,48.2,2,No,Yes,DSL,0.6479916291236035,High,Month-to-month contract; Short customer tenure; No technical support
1216-JWVUX,25,25-48 months,Month-to-month,Electronic check,75.5,2,No,No,Fiber optic,0.6479782763465975,High,Month-to-month contract; No technical support; No online security
8535-SFUTN,61,Above 48 months,Month-to-month,Electronic check,106.45,6,No,Yes,Fiber optic,0.647908713311496,High,Month-to-month contract; No technical support; Electronic check payment
5522-JBWMO,1,0-12 months,Month-to-month,Electronic check,44.0,1,No,No,DSL,0.6478044228995653,High,Month-to-month contract; Short customer tenure; No technical support
1226-UDFZR,2,0-12 months,Month-to-month,Mailed check,49.6,2,No,No,DSL,0.6477737907766228,High,Month-to-month contract; Short customer tenure; No technical support
9462-MJUAW,4,0-12 months,Month-to-month,Mailed check,50.4,2,No,No,DSL,0.647663233648735,High,Month-to-month contract; Short customer tenure; No technical support
2189-WWOEW,15,13-24 months,Month-to-month,Bank transfer (automatic),85.9,3,No,No,Fiber optic,0.6474626364452873,High,Month-to-month contract; No technical support; No online security
3197-ARFOY,19,13-24 months,Month-to-month,Mailed check,105.0,6,Yes,Yes,Fiber optic,0.6473367009472998,High,Month-to-month contract; Above-median monthly charge; Fiber optic service segment
6876-ADESB,1,0-12 months,Month-to-month,Electronic check,48.95,2,No,No,DSL,0.6472690684421517,High,Month-to-month contract; Short customer tenure; No technical support
5673-TIYIB,2,0-12 months,Month-to-month,Credit card (automatic),40.4,3,Yes,No,DSL,0.647144024706583,High,Month-to-month contract; Short customer tenure; No online security
4948-WBBKL,36,25-48 months,Month-to-month,Bank transfer (automatic),74.9,2,No,No,Fiber optic,0.6470429102999731,High,Month-to-month contract; No technical support; No online security
1833-TCXKK,45,25-48 months,Month-to-month,Bank transfer (automatic),107.75,6,No,No,Fiber optic,0.6469053970131631,High,Month-to-month contract; No technical support; No online security
7682-AZNDK,34,25-48 months,Month-to-month,Electronic check,89.85,4,No,No,Fiber optic,0.646634051213743,High,Month-to-month contract; No technical support; No online security
5502-RLUYV,69,Above 48 months,Month-to-month,Electronic check,103.95,6,No,No,Fiber optic,0.6466144385837665,High,Month-to-month contract; No technical support; No online security
4989-LIXVT,68,Above 48 months,Month-to-month,Electronic check,95.9,5,No,No,Fiber optic,0.6465628976804974,High,Month-to-month contract; No technical support; No online security
8887-IPQNC,7,0-12 months,Month-to-month,Mailed check,44.25,1,No,No,DSL,0.6459923482575356,High,Month-to-month contract; Short customer tenure; No technical support
9631-XEYKE,3,0-12 months,Month-to-month,Bank transfer (automatic),50.4,2,No,No,DSL,0.6455774238212656,High,Month-to-month contract; Short customer tenure; No technical support
7296-PIXQY,14,13-24 months,Month-to-month,Electronic check,70.2,1,No,No,Fiber optic,0.645412571327814,High,Month-to-month contract; No technical support; No online security
3094-JOJAI,18,13-24 months,Month-to-month,Mailed check,74.15,2,No,No,Fiber optic,0.6454109735764069,High,Month-to-month contract; No technical support; No online security
4248-QPAVC,17,13-24 months,Month-to-month,Bank transfer (automatic),85.35,4,No,Yes,Fiber optic,0.6454078814628869,High,Month-to-month contract; No technical support; Above-median monthly charge
3761-FLYZI,65,Above 48 months,Month-to-month,Bank transfer (automatic),108.8,6,No,No,Fiber optic,0.6450831640207879,High,Month-to-month contract; No technical support; No online security
5154-VEKBL,9,0-12 months,Month-to-month,Mailed check,58.5,5,Yes,Yes,DSL,0.6450825525192998,High,Month-to-month contract; Short customer tenure
3097-NNSPB,2,0-12 months,Month-to-month,Credit card (automatic),49.05,2,No,No,DSL,0.6450529503847998,High,Month-to-month contract; Short customer tenure; No technical support
2884-GBPFB,35,25-48 months,Month-to-month,Electronic check,70.3,1,No,No,Fiber optic,0.6450190168302737,High,Month-to-month contract; No technical support; No online security
4193-ORFCL,1,0-12 months,Month-to-month,Mailed check,45.1,1,No,No,DSL,0.6446798690464863,High,Month-to-month contract; Short customer tenure; No technical support
7504-UWHNB,25,25-48 months,Month-to-month,Electronic check,69.75,1,No,No,Fiber optic,0.6446131938923161,High,Month-to-month contract; No technical support; No online security
6789-HJBWG,12,0-12 months,Month-to-month,Electronic check,49.4,2,No,No,DSL,0.6444503565306711,High,Month-to-month contract; Short customer tenure; No technical support
7852-LECYP,13,13-24 months,Month-to-month,Credit card (automatic),93.8,5,No,Yes,Fiber optic,0.6444108602152232,High,Month-to-month contract; No technical support; Above-median monthly charge
1587-FKLZB,66,Above 48 months,Month-to-month,Credit card (automatic),99.5,5,No,No,Fiber optic,0.64440416692663,High,Month-to-month contract; No technical support; No online security
9369-XFEHK,33,25-48 months,Month-to-month,Bank transfer (automatic),80.6,3,No,No,Fiber optic,0.6442817523335667,High,Month-to-month contract; No technical support; No online security
2027-WKXMW,63,Above 48 months,Month-to-month,Electronic check,108.75,7,Yes,No,Fiber optic,0.6441997073461228,High,Month-to-month contract; No online security; Electronic check payment
9940-HPQPG,9,0-12 months,Month-to-month,Bank transfer (automatic),91.75,5,No,Yes,Fiber optic,0.6441990481340153,High,Month-to-month contract; Short customer tenure; No technical support
6075-SLNIL,38,25-48 months,Month-to-month,Credit card (automatic),95.1,5,No,No,Fiber optic,0.6441720340813913,High,Month-to-month contract; No technical support; No online security
5697-GOMBF,28,25-48 months,Month-to-month,Electronic check,35.9,1,No,No,DSL,0.6440429473271865,High,Month-to-month contract; No technical support; No online security
9722-UJOJR,29,25-48 months,Month-to-month,Electronic check,70.75,1,No,No,Fiber optic,0.6439759796209115,High,Month-to-month contract; No technical support; No online security
9992-UJOEL,2,0-12 months,Month-to-month,Mailed check,50.3,2,No,No,DSL,0.6437644239406899,High,Month-to-month contract; Short customer tenure; No technical support
9576-SYUHJ,37,25-48 months,Month-to-month,Electronic check,91.15,4,No,Yes,Fiber optic,0.6436718723421743,High,Month-to-month contract; No technical support; Electronic check payment
6599-RCLCJ,47,25-48 months,Month-to-month,Electronic check,109.55,7,Yes,No,Fiber optic,0.6434381735362832,High,Month-to-month contract; No online security; Electronic check payment
8982-NHAVY,27,25-48 months,One year,Bank transfer (automatic),100.5,5,No,No,Fiber optic,0.6429420067522412,High,No technical support; No online security; Above-median monthly charge
7693-QPEFS,52,Above 48 months,Month-to-month,Bank transfer (automatic),72.95,2,No,No,Fiber optic,0.6428163530231167,High,Month-to-month contract; No technical support; No online security
3165-HDOEW,1,0-12 months,Month-to-month,Mailed check,45.85,1,No,No,DSL,0.6423243753676913,High,Month-to-month contract; Short customer tenure; No technical support
6078-VESFR,13,13-24 months,Month-to-month,Bank transfer (automatic),70.45,1,No,No,Fiber optic,0.6421174900299779,High,Month-to-month contract; No technical support; No online security
2811-POVEX,23,13-24 months,Month-to-month,Bank transfer (automatic),88.45,4,No,No,Fiber optic,0.6420262270140341,High,Month-to-month contract; No technical support; No online security
6729-GDNGC,20,13-24 months,Month-to-month,Bank transfer (automatic),80.7,2,No,No,Fiber optic,0.6417327024315539,High,Month-to-month contract; No technical support; No online security
6847-KJLTS,58,Above 48 months,Month-to-month,Bank transfer (automatic),100.4,5,Yes,No,Fiber optic,0.6416692038014216,High,Month-to-month contract; No online security; Above-median monthly charge
4343-EJVQB,7,0-12 months,Month-to-month,Mailed check,74.35,2,No,Yes,Fiber optic,0.6416552033781517,High,Month-to-month contract; Short customer tenure; No technical support
3194-ORPIK,50,Above 48 months,Month-to-month,Bank transfer (automatic),84.4,3,No,No,Fiber optic,0.6415270753797904,High,Month-to-month contract; No technical support; No online security
6862-CQUMB,37,25-48 months,Month-to-month,Credit card (automatic),96.1,4,No,No,Fiber optic,0.6414801708379817,High,Month-to-month contract; No technical support; No online security
3500-RMZLT,15,13-24 months,Month-to-month,Mailed check,96.3,5,Yes,Yes,Fiber optic,0.6414564765666895,High,Month-to-month contract; Above-median monthly charge; Fiber optic service segment
6633-MPWBS,5,0-12 months,Month-to-month,Electronic check,49.2,2,Yes,No,DSL,0.6414171088425767,High,Month-to-month contract; Short customer tenure; No online security
0823-HSCDJ,52,Above 48 months,Month-to-month,Electronic check,49.15,3,No,No,DSL,0.6413712329325189,High,Month-to-month contract; No technical support; No online security
6625-UTXEW,12,0-12 months,Month-to-month,Electronic check,51.25,2,No,No,DSL,0.6412353463959192,High,Month-to-month contract; Short customer tenure; No technical support
2979-SXESE,17,13-24 months,Month-to-month,Electronic check,94.4,5,No,Yes,Fiber optic,0.6410207157188988,High,Month-to-month contract; No technical support; Electronic check payment
7277-OZCGZ,22,13-24 months,Month-to-month,Electronic check,89.05,4,Yes,Yes,Fiber optic,0.6409479780669579,High,Month-to-month contract; Electronic check payment; Above-median monthly charge
7268-IGMFD,18,13-24 months,Month-to-month,Bank transfer (automatic),93.9,5,Yes,No,Fiber optic,0.6408796549633673,High,Month-to-month contract; No online security; Above-median monthly charge
2931-FSOHN,13,13-24 months,Month-to-month,Electronic check,59.9,3,No,No,DSL,0.6408313493479054,High,Month-to-month contract; No technical support; No online security
7181-OQCUT,21,13-24 months,Month-to-month,Mailed check,103.85,6,No,Yes,Fiber optic,0.6408213706233857,High,Month-to-month contract; No technical support; Above-median monthly charge
4818-DRBQT,29,25-48 months,Month-to-month,Bank transfer (automatic),80.15,3,No,No,Fiber optic,0.6408160774646141,High,Month-to-month contract; No technical support; No online security
5312-UXESG,41,25-48 months,Month-to-month,Bank transfer (automatic),98.05,5,No,No,Fiber optic,0.6407961578659427,High,Month-to-month contract; No technical support; No online security
0786-VSSUD,16,13-24 months,Month-to-month,Mailed check,39.0,2,No,No,DSL,0.6407778753070686,High,Month-to-month contract; No technical support; No online security
4811-JBUVU,30,25-48 months,Month-to-month,Credit card (automatic),89.9,4,Yes,No,Fiber optic,0.6407120851906271,High,Month-to-month contract; No online security; Above-median monthly charge
9732-KPKBW,1,0-12 months,Month-to-month,Electronic check,53.95,3,Yes,Yes,DSL,0.6406479436721484,High,Month-to-month contract; Short customer tenure; Electronic check payment
6710-HSJRD,61,Above 48 months,Month-to-month,Electronic check,114.1,7,Yes,No,Fiber optic,0.6406461697390076,High,Month-to-month contract; No online security; Electronic check payment
5424-RLQLC,10,0-12 months,Month-to-month,Mailed check,59.65,3,No,No,DSL,0.6406365993011138,High,Month-to-month contract; Short customer tenure; No technical support
5018-GWURO,56,Above 48 months,Month-to-month,Bank transfer (automatic),85.6,3,No,No,Fiber optic,0.6405987819212196,High,Month-to-month contract; No technical support; No online security
1346-UFHAX,13,13-24 months,Month-to-month,Credit card (automatic),80.0,3,No,Yes,Fiber optic,0.640400860102671,High,Month-to-month contract; No technical support; Above-median monthly charge
1785-BPHTP,28,25-48 months,Month-to-month,Electronic check,85.45,3,No,No,Fiber optic,0.6403185309587563,High,Month-to-month contract; No technical support; No online security
4526-ZJJTM,25,25-48 months,Month-to-month,Bank transfer (automatic),88.4,4,No,No,Fiber optic,0.6402268989650978,High,Month-to-month contract; No technical support; No online security
3481-JHUZH,41,25-48 months,Month-to-month,Electronic check,80.25,3,No,No,Fiber optic,0.6399874258239764,High,Month-to-month contract; No technical support; No online security
6142-VSJQO,1,0-12 months,Month-to-month,Bank transfer (automatic),44.35,1,No,No,DSL,0.6396940343349045,High,Month-to-month contract; Short customer tenure; No technical support
3144-AUDBS,6,0-12 months,Month-to-month,Electronic check,49.15,2,Yes,No,DSL,0.6394568022056534,High,Month-to-month contract; Short customer tenure; No online security
7129-CAKJW,17,13-24 months,Month-to-month,Bank transfer (automatic),80.05,3,No,No,Fiber optic,0.6383077503680658,High,Month-to-month contract; No technical support; No online security
5568-DMXZS,8,0-12 months,Month-to-month,Electronic check,65.45,4,Yes,No,DSL,0.6382057525498275,High,Month-to-month contract; Short customer tenure; No online security
8718-PTMEZ,13,13-24 months,Month-to-month,Electronic check,31.05,1,No,No,DSL,0.6381135033159638,High,Month-to-month contract; No technical support; No online security
5349-AZPEW,5,0-12 months,Month-to-month,Mailed check,25.05,0,No,No,DSL,0.6380668861922355,High,Month-to-month contract; Short customer tenure; No technical support
4607-CHPCA,25,25-48 months,One year,Electronic check,90.4,3,No,No,Fiber optic,0.6380593783169052,High,No technical support; No online security; Electronic check payment
9286-DOJGF,38,25-48 months,Month-to-month,Bank transfer (automatic),74.95,2,No,No,Fiber optic,0.6379882165172173,High,Month-to-month contract; No technical support; No online security
1891-FZYSA,69,Above 48 months,Month-to-month,Electronic check,89.95,4,No,No,Fiber optic,0.6378406733312753,High,Month-to-month contract; No technical support; No online security
1465-LNTLJ,8,0-12 months,Month-to-month,Credit card (automatic),64.4,4,Yes,No,DSL,0.6378178741462766,High,Month-to-month contract; Short customer tenure; No online security
7658-UYUQS,21,13-24 months,Month-to-month,Bank transfer (automatic),86.55,3,No,No,Fiber optic,0.6378174605278022,High,Month-to-month contract; No technical support; No online security
8654-DHAOW,2,0-12 months,Month-to-month,Mailed check,54.15,3,No,No,DSL,0.6371475807448329,High,Month-to-month contract; Short customer tenure; No technical support
2360-RDGRO,65,Above 48 months,Month-to-month,Electronic check,104.25,6,No,Yes,Fiber optic,0.6370880694927162,High,Month-to-month contract; No technical support; Electronic check payment
6304-IJFSQ,3,0-12 months,Month-to-month,Mailed check,49.9,2,No,No,DSL,0.6369671627551615,High,Month-to-month contract; Short customer tenure; No technical support
0064-YIJGF,27,25-48 months,Month-to-month,Bank transfer (automatic),75.75,2,No,No,Fiber optic,0.6368502920784095,High,Month-to-month contract; No technical support; No online security
4430-UZIPO,3,0-12 months,Month-to-month,Mailed check,36.85,2,Yes,No,DSL,0.6367211029481886,High,Month-to-month contract; Short customer tenure; No online security
9776-CLUJA,51,Above 48 months,Month-to-month,Electronic check,77.5,3,No,Yes,Fiber optic,0.6367196666296693,High,Month-to-month contract; No technical support; Electronic check payment
4208-UFFGW,2,0-12 months,Month-to-month,Mailed check,44.95,1,No,No,DSL,0.6366442801269032,High,Month-to-month contract; Short customer tenure; No technical support
2640-PMGFL,27,25-48 months,Month-to-month,Electronic check,79.5,3,Yes,No,Fiber optic,0.6362819270061797,High,Month-to-month contract; No online security; Electronic check payment
4554-YGZIH,49,Above 48 months,Month-to-month,Credit card (automatic),90.05,4,No,No,Fiber optic,0.6362800618008917,High,Month-to-month contract; No technical support; No online security
6908-VVYHM,65,Above 48 months,Month-to-month,Electronic check,90.65,4,No,No,Fiber optic,0.636278646931124,High,Month-to-month contract; No technical support; No online security
3374-LXDEV,13,13-24 months,Month-to-month,Electronic check,89.4,5,Yes,No,Fiber optic,0.6362701938584103,High,Month-to-month contract; No online security; Electronic check payment
4223-WOZCM,2,0-12 months,Month-to-month,Mailed check,49.95,2,No,No,DSL,0.6361663324747648,High,Month-to-month contract; Short customer tenure; No technical support
5016-ETTFF,10,0-12 months,Month-to-month,Mailed check,29.5,1,No,No,DSL,0.6360460050579109,High,Month-to-month contract; Short customer tenure; No technical support
2712-SYWAY,1,0-12 months,Month-to-month,Electronic check,25.7,2,No internet service,No internet service,No,0.6359020643491656,High,Month-to-month contract; Short customer tenure; No technical support
4983-CLMLV,52,Above 48 months,Month-to-month,Credit card (automatic),102.7,6,Yes,No,Fiber optic,0.6358389821942473,High,Month-to-month contract; No online security; Above-median monthly charge
6339-DKLMK,13,13-24 months,Month-to-month,Electronic check,31.65,1,No,No,DSL,0.6358131898666882,High,Month-to-month contract; No technical support; No online security
6923-EFPNL,4,0-12 months,Month-to-month,Credit card (automatic),51.75,2,No,No,DSL,0.6354603958494173,High,Month-to-month contract; Short customer tenure; No technical support
0924-BJCRC,60,Above 48 months,Month-to-month,Electronic check,89.45,4,No,No,Fiber optic,0.6353153333712716,High,Month-to-month contract; No technical support; No online security
6635-CPNUN,28,25-48 months,Month-to-month,Credit card (automatic),96.6,5,No,No,Fiber optic,0.6352859254971762,High,Month-to-month contract; No technical support; No online security
3446-QDSZF,4,0-12 months,Month-to-month,Credit card (automatic),55.5,2,No,No,DSL,0.635267326098311,High,Month-to-month contract; Short customer tenure; No technical support
6313-GIDIT,53,Above 48 months,Month-to-month,Electronic check,54.45,4,No,No,DSL,0.6351060285725004,High,Month-to-month contract; No technical support; No online security
5055-MGMGF,65,Above 48 months,Month-to-month,Electronic check,105.05,6,No,Yes,Fiber optic,0.6348783148572897,High,Month-to-month contract; No technical support; Electronic check payment
0599-XNYDO,20,13-24 months,Month-to-month,Bank transfer (automatic),69.8,1,No,No,Fiber optic,0.6345140146141239,High,Month-to-month contract; No technical support; No online security
5461-QKNTN,43,25-48 months,Month-to-month,Electronic check,94.3,5,Yes,No,Fiber optic,0.6341266471124241,High,Month-to-month contract; No online security; Electronic check payment
9574-RKJIF,30,25-48 months,Month-to-month,Electronic check,94.4,5,No,Yes,Fiber optic,0.6340393586929873,High,Month-to-month contract; No technical support; Electronic check payment
0537-QYZZN,24,13-24 months,Month-to-month,Electronic check,79.85,3,No,Yes,Fiber optic,0.6338505716948397,High,Month-to-month contract; No technical support; Electronic check payment
5816-SCGFC,7,0-12 months,Month-to-month,Mailed check,51.3,2,No,No,DSL,0.6335713227131485,High,Month-to-month contract; Short customer tenure; No technical support
2573-GYRUU,48,25-48 months,Month-to-month,Credit card (automatic),91.05,4,No,No,Fiber optic,0.6335636569933302,High,Month-to-month contract; No technical support; No online security
3237-AJGEH,3,0-12 months,Month-to-month,Mailed check,31.0,1,Yes,No,DSL,0.6335518409649031,High,Month-to-month contract; Short customer tenure; No online security
3413-BMNZE,1,0-12 months,Month-to-month,Bank transfer (automatic),45.25,1,No,No,DSL,0.6335310177884095,High,Month-to-month contract; Short customer tenure; No technical support
0410-IPFTY,31,25-48 months,Month-to-month,Bank transfer (automatic),83.85,3,No,No,Fiber optic,0.6334367038655981,High,Month-to-month contract; No technical support; No online security
5716-LIBJC,13,13-24 months,One year,Credit card (automatic),104.15,6,No,No,Fiber optic,0.6333421365856406,High,No technical support; No online security; Above-median monthly charge
2587-EKXTS,44,25-48 months,Month-to-month,Electronic check,111.5,7,No,Yes,Fiber optic,0.6333226378872274,High,Month-to-month contract; No technical support; Electronic check payment
7030-NJVDP,24,13-24 months,Month-to-month,Electronic check,89.25,4,Yes,Yes,Fiber optic,0.6332208826927326,High,Month-to-month contract; Electronic check payment; Above-median monthly charge
1025-FALIX,26,25-48 months,Month-to-month,Credit card (automatic),69.05,1,No,No,Fiber optic,0.6328235864091593,High,Month-to-month contract; No technical support; No online security
4801-JZAZL,11,0-12 months,Month-to-month,Electronic check,29.6,1,No,Yes,DSL,0.6324603183728292,High,Month-to-month contract; Short customer tenure; No technical support
0363-QJVFX,32,25-48 months,Month-to-month,Credit card (automatic),108.15,7,Yes,Yes,Fiber optic,0.6323571204674889,High,Month-to-month contract; Above-median monthly charge; Fiber optic service segment
8818-XYFCQ,32,25-48 months,Month-to-month,Credit card (automatic),99.55,5,No,Yes,Fiber optic,0.6323391164566458,High,Month-to-month contract; No technical support; Above-median monthly charge
3323-CPBWR,23,13-24 months,Month-to-month,Credit card (automatic),96.9,5,Yes,No,Fiber optic,0.6321104476847527,High,Month-to-month contract; No online security; Above-median monthly charge
4465-VDKIQ,18,13-24 months,Month-to-month,Electronic check,77.8,3,No,No,Fiber optic,0.6318158656327911,High,Month-to-month contract; No technical support; No online security
8450-UYIBU,35,25-48 months,Month-to-month,Electronic check,39.85,2,No,No,DSL,0.6317222603634968,High,Month-to-month contract; No technical support; No online security
1750-CSKKM,9,0-12 months,Month-to-month,Electronic check,55.35,2,No,No,DSL,0.6316489991989587,High,Month-to-month contract; Short customer tenure; No technical support
8782-LKFPK,44,25-48 months,Month-to-month,Mailed check,90.4,4,No,No,Fiber optic,0.6314951403084615,High,Month-to-month contract; No technical support; No online security
4226-KKDON,8,0-12 months,Month-to-month,Electronic check,66.65,4,Yes,No,DSL,0.6313188521786643,High,Month-to-month contract; Short customer tenure; No online security
3737-XBQDD,24,13-24 months,Month-to-month,Bank transfer (automatic),84.85,4,No,No,Fiber optic,0.6310800968049602,High,Month-to-month contract; No technical support; No online security
3132-TVFDZ,57,Above 48 months,Month-to-month,Electronic check,44.85,2,No,No,DSL,0.6307341487909538,High,Month-to-month contract; No technical support; No online security
9800-ONTFE,22,13-24 months,Month-to-month,Bank transfer (automatic),75.8,2,No,No,Fiber optic,0.6306806640939385,High,Month-to-month contract; No technical support; No online security
3331-HQDTW,34,25-48 months,Month-to-month,Mailed check,109.8,7,No,Yes,Fiber optic,0.6306780969296637,High,Month-to-month contract; No technical support; Above-median monthly charge
0430-IHCDJ,15,13-24 months,Month-to-month,Electronic check,49.0,2,No,No,DSL,0.6301776290765461,High,Month-to-month contract; No technical support; No online security
6128-AQBMT,41,25-48 months,Month-to-month,Electronic check,53.95,4,No,No,DSL,0.6301027552498208,High,Month-to-month contract; No technical support; No online security
9793-WECQC,23,13-24 months,Month-to-month,Mailed check,95.3,4,No,No,Fiber optic,0.629724969279406,High,Month-to-month contract; No technical support; No online security
7271-AJDTL,55,Above 48 months,Month-to-month,Credit card (automatic),94.45,5,No,No,Fiber optic,0.6294542153109288,High,Month-to-month contract; No technical support; No online security
1910-FMXJM,36,25-48 months,Month-to-month,Electronic check,80.4,2,No,No,Fiber optic,0.6293457632353214,High,Month-to-month contract; No technical support; No online security
0348-SDKOL,58,Above 48 months,Month-to-month,Credit card (automatic),102.1,6,Yes,No,Fiber optic,0.6288940482732068,High,Month-to-month contract; No online security; Above-median monthly charge
5609-IMCGG,15,13-24 months,Month-to-month,Credit card (automatic),84.35,4,No,Yes,Fiber optic,0.6288334150668208,High,Month-to-month contract; No technical support; Above-median monthly charge
8614-VGMMV,15,13-24 months,Month-to-month,Electronic check,49.1,2,No,No,DSL,0.6283121292125019,High,Month-to-month contract; No technical support; No online security
5419-KLXBN,25,25-48 months,Month-to-month,Bank transfer (automatic),89.15,4,No,No,Fiber optic,0.6282331367030511,High,Month-to-month contract; No technical support; No online security
1215-VFYVK,4,0-12 months,Month-to-month,Mailed check,48.25,4,Yes,Yes,DSL,0.628033368455706,High,Month-to-month contract; Short customer tenure
9710-ZUSHQ,37,25-48 months,Month-to-month,Bank transfer (automatic),106.75,6,No,Yes,Fiber optic,0.6279578855934376,High,Month-to-month contract; No technical support; Above-median monthly charge
8725-JEDFD,27,25-48 months,Month-to-month,Mailed check,69.05,1,No,No,Fiber optic,0.6279022556123214,High,Month-to-month contract; No technical support; No online security
2219-MVUSO,8,0-12 months,Month-to-month,Mailed check,45.15,1,No,No,DSL,0.6277318793999961,High,Month-to-month contract; Short customer tenure; No technical support
3466-RITXD,26,25-48 months,Month-to-month,Credit card (automatic),92.4,5,No,Yes,Fiber optic,0.6277033152977161,High,Month-to-month contract; No technical support; Above-median monthly charge
7126-RBHSD,17,13-24 months,Month-to-month,Electronic check,78.9,3,No,Yes,Fiber optic,0.6275469700191564,High,Month-to-month contract; No technical support; Electronic check payment
1658-XUHBX,59,Above 48 months,Month-to-month,Credit card (automatic),88.75,4,No,No,Fiber optic,0.6274946492176304,High,Month-to-month contract; No technical support; No online security
3945-GFWQL,12,0-12 months,Month-to-month,Electronic check,44.55,1,No,No,DSL,0.6274803703569967,High,Month-to-month contract; Short customer tenure; No technical support
